Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"TH","Tyrosine Hydroxylase","Protein Coding","P07101","63","GC11M002163","31.9566230773926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH"
"COMT","Catechol-O-Methyltransferase","Protein Coding","P21964","64","GC22P019941","31.5791206359863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMT"
"VPS35","VPS35 Retromer Complex Component","Protein Coding","Q96QK1","55","GC16M051451","30.2450695037842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS35"
"ATP13A2","ATPase Cation Transporting 13A2","Protein Coding","Q9NQ11","57","GC01M016985","29.8612060546875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A2"
"PINK1-AS","PINK1 Antisense RNA","RNA Gene","","22","GC01M020642","28.701681137085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PINK1-AS"
"PACRG","Parkin Coregulated","Protein Coding","Q96M98","51","GC06P162727","28.6581878662109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACRG"
"DNAJC13","DnaJ Heat Shock Protein Family (Hsp40) Member C13","Protein Coding","O75165","52","GC03P132417","28.174877166748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC13"
"PLA2G6","Phospholipase A2 Group VI","Protein Coding","O60733","61","GC22M087757","28.0079936981201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G6"
"HTRA2","HtrA Serine Peptidase 2","Protein Coding","O43464","59","GC02P074529","26.9396133422852","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA2"
"DNAJC6","DnaJ Heat Shock Protein Family (Hsp40) Member C6","Protein Coding","O75061","55","GC01P065248","26.7661590576172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC6"
"FBXO7","F-Box Protein 7","Protein Coding","Q9Y3I1","55","GC22P032474","26.1116714477539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO7"
"CHCHD2","Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 2","Protein Coding","Q9Y6H1","50","GC07M080511","25.5284976959229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHCHD2"
"GIGYF2","GRB10 Interacting GYF Protein 2","Protein Coding","Q6Y7W6","52","GC02P235033","25.5153179168701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIGYF2"
"SYNJ1","Synaptojanin 1","Protein Coding","O43426","57","GC21M032628","25.1883449554443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNJ1"
"TMEM230","Transmembrane Protein 230","Protein Coding","Q96A57","47","GC20M005200","25.0812282562256","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM230"
"DDC","Dopa Decarboxylase","Protein Coding","P20711","63","GC07M050458","24.8780708312988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDC"
"ATXN2","Ataxin 2","Protein Coding","Q99700","56","GC12M111443","24.6800498962402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN2"
"MT-ND1","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 1","Protein Coding","P03886","47","GCMTP003309","24.3654117584229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND1"
"GCH1","GTP Cyclohydrolase 1","Protein Coding","P30793","60","GC14M054842","24.0121822357178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCH1"
"BDNF-AS","BDNF Antisense RNA","RNA Gene","","31","GC11P027466","22.537296295166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDNF-AS"
"PODXL","Podocalyxin Like","Protein Coding","O00592","55","GC07M131500","22.2316513061523","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PODXL"
"ATXN3","Ataxin 3","Protein Coding","P54252","59","GC14M124227","22.2045497894287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN3"
"EIF4G1","Eukaryotic Translation Initiation Factor 4 Gamma 1","Protein Coding","Q04637","60","GC03P184314","22.1303195953369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G1"
"MIR133B","MicroRNA 133b","RNA Gene","","31","GC06P052148","21.9846878051758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133B"
"POLG","DNA Polymerase Gamma, Catalytic Subunit","Protein Coding","P54098","61","GC15M163223","21.9721069335938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLG"
"SNCB","Synuclein Beta","Protein Coding","Q16143","57","GC05M176620","21.912727355957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNCB"
"SLC18A2","Solute Carrier Family 18 Member A2","Protein Coding","Q05940","60","GC10P117241","21.7415008544922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A2"
"NDUFS4","NADH:Ubiquinone Oxidoreductase Subunit S4","Protein Coding","O43181","55","GC05P053560","21.5308284759521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS4"
"APP","Amyloid Beta Precursor Protein","Protein Coding","P05067","63","GC21M025880","21.4089183807373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP"
"SOD1","Superoxide Dismutase 1","Protein Coding","P00441","66","GC21P031659","21.2239475250244","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"PSAP","Prosaposin","Protein Coding","P07602","61","GC10M071816","21.0875682830811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSAP"
"RAB29","RAB29, Member RAS Oncogene Family","Protein Coding","O14966","47","GC01M205768","20.8837490081787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB29"
"GLUD2","Glutamate Dehydrogenase 2","Protein Coding","P49448","54","GC0XP121047","20.538236618042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUD2"
"TARDBP","TAR DNA Binding Protein","Protein Coding","Q13148","60","GC01P075344","20.357063293457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP"
"MAOB","Monoamine Oxidase B","Protein Coding","P27338","57","GC0XM043766","20.2704620361328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOB"
"LRP10","LDL Receptor Related Protein 10","Protein Coding","Q7Z4F1","51","GC14P022871","20.1879768371582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP10"
"MAPT-AS1","MAPT Antisense RNA 1","RNA Gene","","26","GC17M045799","20.0901947021484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT-AS1"
"SQSTM1","Sequestosome 1","Protein Coding","Q13501","62","GC05P179806","19.9407787322998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SQSTM1"
"RAB39B","RAB39B, Member RAS Oncogene Family","Protein Coding","Q96DA2","50","GC0XM155259","19.9214935302734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB39B"
"DNM1L","Dynamin 1 Like","Protein Coding","O00429","61","GC12P032679","19.8452968597412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1L"
"PRNP","Prion Protein (Kanno Blood Group)","Protein Coding","F7VJQ1","61","GC20P004686","19.690544128418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP"
"DNAJB6","DnaJ Heat Shock Protein Family (Hsp40) Member B6","Protein Coding","O75190","53","GC07P157335","19.5413551330566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB6"
"CP","Ceruloplasmin","Protein Coding","P00450","62","GC03M149162","19.4471969604492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"PTEN","Phosphatase And Tensin Homolog","Protein Coding","P60484","65","GC10P124078","19.4401264190674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN"
"STUB1","STIP1 Homology And U-Box Containing Protein 1","Protein Coding","Q9UNE7","58","GC16P120117","19.3998317718506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STUB1"
"SPG11","SPG11 Vesicle Trafficking Associated, Spatacsin","Protein Coding","Q96JI7","52","GC15M048180","19.3773612976074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG11"
"SNHG1","Small Nucleolar RNA Host Gene 1","RNA Gene","","29","GC11M139671","19.2284908294678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG1"
"VCP","Valosin Containing Protein","Protein Coding","P55072","62","GC09M035732","19.0311012268066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCP"
"HTT","Huntingtin","Protein Coding","P42858","57","GC04P003041","19.0122509002686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTT"
"TBP","TATA-Box Binding Protein","Protein Coding","P20226","62","GC06P170554","18.8880634307861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBP"
"CTSD","Cathepsin D","Protein Coding","P07339","65","GC11M001752","18.8307666778564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD"
"SMPD1","Sphingomyelin Phosphodiesterase 1","Protein Coding","P17405","61","GC11P006390","18.767261505127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD1"
"TNK2","Tyrosine Kinase Non Receptor 2","Protein Coding","Q07912","60","GC03M195863","18.7409553527832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNK2"
"GFAP","Glial Fibrillary Acidic Protein","Protein Coding","P14136","61","GC17M097317","18.6849803924561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFAP"
"FTL","Ferritin Light Chain","Protein Coding","P02792","58","GC19P048965","18.4687614440918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTL"
"PSEN1","Presenilin 1","Protein Coding","P49768","66","GC14P073136","18.4062938690186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN1"
"SPR","Sepiapterin Reductase","Protein Coding","P35270","62","GC02P072887","18.2346286773682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPR"
"FMR1","Fragile X Messenger Ribonucleoprotein 1","Protein Coding","Q06787","57","GC0XP148000","18.2145671844482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1"
"VPS41","VPS41 Subunit Of HOPS Complex","Protein Coding","P49754","52","GC07M039755","18.2093524932861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS41"
"GRN","Granulin Precursor","Protein Coding","P28799","61","GC17P044345","18.1799716949463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRN"
"H19","H19 Imprinted Maternally Expressed Transcript","RNA Gene","","37","GC11M001995","18.1681976318359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19"
"ATXN8OS","ATXN8 Opposite Strand LncRNA","RNA Gene","P0DMR3","34","GC13P070107","18.061840057373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN8OS"
"OPTN","Optineurin","Protein Coding","Q96CV9","56","GC10P013099","17.7334766387939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPTN"
"RIC3","RIC3 Acetylcholine Receptor Chaperone","Protein Coding","Q7Z5B4","47","GC11M008092","17.6602611541748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIC3"
"C19orf12","Chromosome 19 Open Reading Frame 12","Protein Coding","Q9NSK7","47","GC19M108580","17.588228225708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C19orf12"
"PANK2","Pantothenate Kinase 2","Protein Coding","Q9BZ23","58","GC20P010991","17.5600261688232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK2"
"LOC108663996","TATA-Box Binding Protein Repeat Instability Region","Functional Element","","10","GC06P170561","17.5417613983154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108663996"
"COASY","Coenzyme A Synthase","Protein Coding","Q13057","57","GC17P042561","17.478630065918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COASY"
"SLC30A10","Solute Carrier Family 30 Member 10","Protein Coding","Q6XR72","54","GC01M219685","17.4626007080078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A10"
"FUS","FUS RNA Binding Protein","Protein Coding","P35637","58","GC16P031180","17.3982601165771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUS"
"ATXN8","Ataxin 8","Protein Coding","Q156A1","22","GC13U900338","17.3281803131104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN8"
"PTRHD1","Peptidyl-TRNA Hydrolase Domain Containing 1","Protein Coding","Q6GMV3","47","GC02M024790","17.308141708374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTRHD1"
"ANG","Angiogenin","Protein Coding","P03950","58","GC14P057256","17.2515144348145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANG"
"PDYN","Prodynorphin","Protein Coding","P01213","57","GC20M001978","17.1978549957275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDYN"
"DNAJC5","DnaJ Heat Shock Protein Family (Hsp40) Member C5","Protein Coding","Q9H3Z4","54","GC20P063895","17.1517887115479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC5"
"CACNA1A","Calcium Voltage-Gated Channel Subunit Alpha1 A","Protein Coding","O00555","61","GC19M013206","17.1396961212158","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1A"
"VPS13D","Vacuolar Protein Sorting 13 Homolog D","Protein Coding","Q5THJ4","48","GC01P075469","17.0815620422363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS13D"
"LOC108663987","Ataxin 3 Repeat Instability Region","Functional Element","","10","GC14P092071","17.0653896331787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108663987"
"NEAT1","Nuclear Paraspeckle Assembly Transcript 1","RNA Gene","","34","GC11P107808","17.0276050567627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEAT1"
"SPG7","SPG7 Matrix AAA Peptidase Subunit, Paraplegin","Protein Coding","Q9UQ90","57","GC16P122938","17.0185489654541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG7"
"PSEN2","Presenilin 2","Protein Coding","P49810","63","GC01P226870","16.9501037597656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN2"
"TGM6","Transglutaminase 6","Protein Coding","O95932","53","GC20P002380","16.855712890625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM6"
"ARSA","Arylsulfatase A","Protein Coding","P15289","60","GC22M050622","16.8085155487061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSA"
"NPC1","NPC Intracellular Cholesterol Transporter 1","Protein Coding","O15118","62","GC18M023506","16.78098487854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC1"
"FA2H","Fatty Acid 2-Hydroxylase","Protein Coding","Q7L5A8","58","GC16M074712","16.724645614624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FA2H"
"NDUFV1","NADH:Ubiquinone Oxidoreductase Core Subunit V1","Protein Coding","P49821","58","GC11P107995","16.705904006958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV1"
"NUS1","NUS1 Dehydrodolichyl Diphosphate Synthase Subunit","Protein Coding","Q96E22","51","GC06P117675","16.7025127410889","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUS1"
"RFC1","Replication Factor C Subunit 1","Protein Coding","P35251","58","GC04M039291","16.6694793701172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC1"
"DCC","DCC Netrin 1 Receptor","Protein Coding","P43146","60","GC18P052340","16.599781036377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCC"
"WDR45","WD Repeat Domain 45","Protein Coding","Q9Y484","52","GC0XM049074","16.5387325286865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR45"
"MIR433","MicroRNA 433","RNA Gene","","31","GC14P120344","16.53590965271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR433"
"DCAF17","DDB1 And CUL4 Associated Factor 17","Protein Coding","Q5H9S7","51","GC02P171434","16.476001739502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF17"
"MALAT1","Metastasis Associated Lung Adenocarcinoma Transcript 1","RNA Gene","","33","GC11P107814","16.3939552307129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1"
"VPS13A","Vacuolar Protein Sorting 13 Homolog A","Protein Coding","Q96RL7","53","GC09P077177","16.3911724090576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS13A"
"SACS","Sacsin Molecular Chaperone","Protein Coding","Q9NZJ4","50","GC13M023288","16.3846130371094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SACS"
"GRIN1","Glutamate Ionotropic Receptor NMDA Type Subunit 1","Protein Coding","Q05586","64","GC09P137138","16.3675212860107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN1"
"ADORA1","Adenosine A1 Receptor","Protein Coding","P30542","60","GC01P203090","16.2609157562256","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA1"
"TUBA4A","Tubulin Alpha 4a","Protein Coding","P68366","60","GC02M219249","16.2446746826172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA4A"
"PPP2R5D","Protein Phosphatase 2 Regulatory Subunit B'Delta","Protein Coding","Q14738","58","GC06P182067","16.2429714202881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R5D"
"ATP7B","ATPase Copper Transporting Beta","Protein Coding","P35670","61","GC13M051930","16.1786994934082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP7B"
"ATP1A3","ATPase Na+/K+ Transporting Subunit Alpha 3","Protein Coding","P13637","61","GC19M041966","16.144193649292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A3"
"NDUFA10","NADH:Ubiquinone Oxidoreductase Subunit A10","Protein Coding","O95299","55","GC02M239893","16.12815284729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA10"
"HOTAIR","HOX Transcript Antisense RNA","RNA Gene","","31","GC12M053962","16.0852375030518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOTAIR"
"QDPR","Quinoid Dihydropteridine Reductase","Protein Coding","P09417","59","GC04M017460","16.06516456604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QDPR"
"SLC20A2","Solute Carrier Family 20 Member 2","Protein Coding","Q08357","58","GC08M042416","16.0328903198242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A2"
"TBK1","TANK Binding Kinase 1","Protein Coding","Q9UHD2","62","GC12P075684","15.9825010299683","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBK1"
"TUBB4A","Tubulin Beta 4A Class IVa","Protein Coding","P04350","60","GC19M107957","15.9621734619141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB4A"
"CHMP2B","Charged Multivesicular Body Protein 2B","Protein Coding","Q9UQN3","56","GC03P087227","15.8678817749023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP2B"
"UCHL1-DT","UCHL1 Divergent Transcript","RNA Gene","","24","GC04M041219","15.863694190979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL1-DT"
"WFS1","Wolframin ER Transmembrane Glycoprotein","Protein Coding","O76024","58","GC04P006269","15.8165836334229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFS1"
"LOXL3","Lysyl Oxidase Like 3","Protein Coding","P58215","56","GC02M074532","15.7767200469971","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXL3"
"TWNK","Twinkle MtDNA Helicase","Protein Coding","Q96RR1","55","GC10P124377","15.7391748428345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWNK"
"TENM4","Teneurin Transmembrane Protein 4","Protein Coding","Q6N022","48","GC11M078652","15.7391748428345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM4"
"PRKCG","Protein Kinase C Gamma","Protein Coding","P05129","64","GC19P053879","15.7226886749268","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCG"
"HNRNPH1","Heterogeneous Nuclear Ribonucleoprotein H1","Protein Coding","P31943","55","GC05M179614","15.7226886749268","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH1"
"GRM1","Glutamate Metabotropic Receptor 1","Protein Coding","Q13255","63","GC06P183496","15.7144365310669","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM1"
"HSPD1","Heat Shock Protein Family D (Hsp60) Member 1","Protein Coding","P10809","61","GC02M197486","15.7144365310669","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1"
"HSD17B10","Hydroxysteroid 17-Beta Dehydrogenase 10","Protein Coding","Q99714","60","GC0XM053431","15.7144365310669","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B10"
"LRPPRC","Leucine Rich Pentatricopeptide Repeat Containing","Protein Coding","P42704","54","GC02M043886","15.7144365310669","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRPPRC"
"FXN","Frataxin","Protein Coding","Q16595","60","GC09P069035","15.7031650543213","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXN"
"CACNA1G","Calcium Voltage-Gated Channel Subunit Alpha1 G","Protein Coding","O43497","62","GC17P155147","15.6799306869507","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1G"
"PTS","6-Pyruvoyltetrahydropterin Synthase","Protein Coding","Q03393","58","GC11P112226","15.6799306869507","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTS"
"CSTB","Cystatin B","Protein Coding","P04080","60","GC21M043772","15.6755781173706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTB"
"PDGFB","Platelet Derived Growth Factor Subunit B","Protein Coding","P01127","64","GC22M086976","15.6196966171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFB"
"SETX","Senataxin","Protein Coding","Q7Z333","54","GC09M132261","15.6196966171265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX"
"HPRT1","Hypoxanthine Phosphoribosyltransferase 1","Protein Coding","P00492","61","GC0XP134460","15.5468711853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPRT1"
"SAMHD1","SAM And HD Domain Containing Deoxynucleoside Triphosphate Triphosphohydrolase 1","Protein Coding","Q9Y3Z3","55","GC20M036890","15.5468711853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMHD1"
"RNASEH2B","Ribonuclease H2 Subunit B","Protein Coding","Q5TBB1","48","GC13P050909","15.5468711853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2B"
"COL6A3","Collagen Type VI Alpha 3 Chain","Protein Coding","P12111","57","GC02M237324","15.4979114532471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A3"
"HPCA","Hippocalcin","Protein Coding","P84074","55","GC01P032885","15.4979114532471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPCA"
"NOTCH2NLA","Notch 2 N-Terminal Like A","Protein Coding","Q7Z3S9","41","GC01M167025","15.4723377227783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH2NLA"
"VAMP2","Vesicle Associated Membrane Protein 2","Protein Coding","P63027","58","GC17M096233","15.4342441558838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP2"
"CLN3","CLN3 Lysosomal/Endosomal Transmembrane Protein, Battenin","Protein Coding","Q13286","56","GC16M028466","15.4040784835815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLN3"
"ADCY5","Adenylate Cyclase 5","Protein Coding","O95622","61","GC03M123282","15.3091583251953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY5"
"SIGMAR1","Sigma Non-Opioid Intracellular Receptor 1","Protein Coding","Q99720","59","GC09M034634","15.2999315261841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGMAR1"
"TPK1","Thiamin Pyrophosphokinase 1","Protein Coding","Q9H3S4","57","GC07M144451","15.2999315261841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPK1"
"NDUFA1","NADH:Ubiquinone Oxidoreductase Subunit A1","Protein Coding","O15239","55","GC0XP119871","15.2999315261841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA1"
"AP1S2","Adaptor Related Protein Complex 1 Subunit Sigma 2","Protein Coding","P56377","54","GC0XM015825","15.2800340652466","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1S2"
"DNAJC12","DnaJ Heat Shock Protein Family (Hsp40) Member C12","Protein Coding","Q9UKB3","52","GC10M067796","15.2584266662598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC12"
"AUP1","AUP1 Lipid Droplet Regulating VLDL Assembly Factor","Protein Coding","Q9Y679","48","GC02M074526","15.2584266662598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUP1"
"POLR3B","RNA Polymerase III Subunit B","Protein Coding","Q9NW08","56","GC12P106357","15.2224159240723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3B"
"PCCA","Propionyl-CoA Carboxylase Subunit Alpha","Protein Coding","P05165","60","GC13P100089","15.2113161087036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCA"
"ECHS1","Enoyl-CoA Hydratase, Short Chain 1","Protein Coding","P30084","59","GC10M133362","15.2113161087036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECHS1"
"RNF216","Ring Finger Protein 216","Protein Coding","Q9NWF9","55","GC07M005620","15.1857318878174","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF216"
"CSF1R","Colony Stimulating Factor 1 Receptor","Protein Coding","P07333","65","GC05M150053","15.1554346084595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1R"
